,ProbablyMeantGSTerm,SemanticType,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,adjustedQueryTerm,preferredTerm,ui
1319,metabolic syndrome,Disease or Syndrome,1319,1319,1319,1319,1319,1319,1319,metablolic syndrome,Metabolic Syndrome X,C0524620
1321,metabolic syndrome,Disease or Syndrome,1321,1321,1321,1321,1321,1321,1321,metabolic syndrom,Metabolic Syndrome X,C0524620
1322,metabolic syndrome,Disease or Syndrome,1322,1322,1322,1322,1322,1322,1322,metabolic syndrome hiv,Metabolic Syndrome X,C0524620
1325,meralgia paresthetica,Disease or Syndrome,1325,1325,1325,1325,1325,1325,1325,meralgia parathetica,Meralgia paresthetica,C0152110
1354,migraine,Disease or Syndrome,1354,1354,1354,1354,1354,1354,1354,migrain,Migraine Disorders,C0149931
1359,mitochondrial disease,Disease or Syndrome,1359,1359,1359,1359,1359,1359,1359,mitochondria disease,Mitochondrial Diseases,C0751651
1370,ketoacidosis,Disease or Syndrome,1370,1370,1370,1370,1370,1370,1370,metoacidosis,Ketosis,C0022638
1372,myiasis,Disease or Syndrome,1372,1372,1372,1372,1372,1372,1372,miasis,Myiasis,C0027030
1380,methemoglobinemia,Disease or Syndrome,1380,1380,1380,1380,1380,1380,1380,methemoglobinemeia,Methemoglobinemia,C0025637
1391,microscopic polyangiitis,Disease or Syndrome,1391,1391,1391,1391,1391,1391,1391,microscopic polyangiits,Microscopic Polyarteritis,C2347126
1403,telangiectasia,Disease or Syndrome,1403,1403,1403,1403,1403,1403,1403,telangiektasia,Telangiectasis,C0039446
1406,tendinopathy,Disease or Syndrome,1406,1406,1406,1406,1406,1406,1406,tendinophaty,Disorder of tendon,C0151936
1407,temporal lobe epilepsy,Disease or Syndrome,1407,1407,1407,1407,1407,1407,1407,temporsl lobe epilepsy,"Epilepsy, Temporal Lobe",C0014556
1410,temporal arteritis,Disease or Syndrome,1410,1410,1410,1410,1410,1410,1410,temporal arthritis,Temporal Arteritis,C1956391
1411,tendinitis patellar,Disease or Syndrome,1411,1411,1411,1411,1411,1411,1411,tendinitis pattelar,Patellar tendonitis,C0158317
1417,testicular torsion,Disease or Syndrome,1417,1417,1417,1417,1417,1417,1417,testiscular torsion,Spermatic Cord Torsion,C0037856
1425,syphilis congenital,Disease or Syndrome,1425,1425,1425,1425,1425,1425,1425,syphilis congenitl,"Syphilis, Congenital",C0039131
1430,tardive dyskinesia,Disease or Syndrome,1430,1430,1430,1430,1430,1430,1430,tardive dyskinésia,Tardive Dyskinesia,C0686347
1431,toxoplasmosis,Disease or Syndrome,1431,1431,1431,1431,1431,1431,1431,taxoplasmosis,Toxoplasmosis,C0040558
1437,thalassemia,Disease or Syndrome,1437,1437,1437,1437,1437,1437,1437,talassemia,Thalassemia,C0039730
1440,typhoid fever,Disease or Syndrome,1440,1440,1440,1440,1440,1440,1440,tiphoid fever,Typhoid Fever,C0041466
1451,toxoplasmosis,Disease or Syndrome,1451,1451,1451,1451,1451,1451,1451,toxoplasmasis,Toxoplasmosis,C0040558
1452,toxoplasmosis,Disease or Syndrome,1452,1452,1452,1452,1452,1452,1452,toxoplasmosid,Toxoplasmosis,C0040558
1459,the bubonic plague,Disease or Syndrome,1459,1459,1459,1459,1459,1459,1459,the bubonic plauge,Bubonic Plague,C0282312
1461,the bubonic plague,Disease or Syndrome,1461,1461,1461,1461,1461,1461,1461,the bubonic plaque,Bubonic Plague,C0282312
1466,thyroiditis,Disease or Syndrome,1466,1466,1466,1466,1466,1466,1466,thyroidits,Thyroiditis,C0040147
1467,tietze syndrome,Disease or Syndrome,1467,1467,1467,1467,1467,1467,1467,tietze syndrom,Tietze's Syndrome,C0040213
1468,thoracic outlet syndrome,Disease or Syndrome,1468,1468,1468,1468,1468,1468,1468,thoracic outler syndrome,Thoracic Outlet Syndrome,C0039984
1472,spontaneous pneumothorax,Disease or Syndrome,1472,1472,1472,1472,1472,1472,1472,spontaneous pnuemothorax,Spontaneous pneumothorax,C0149781
1473,spondylodiscitis,Disease or Syndrome,1473,1473,1473,1473,1473,1473,1473,spondylodiscites,Discitis,C0012624
1474,spondylolisthesis,Disease or Syndrome,1474,1474,1474,1474,1474,1474,1474,spondyloiolisthesis,Spondylolisthesis,C0038016
1476,spinal meningitis,Disease or Syndrome,1476,1476,1476,1476,1476,1476,1476,spinale meningitis,meningitis spinal,C0259996
1490,sleep apnea,Disease or Syndrome,1490,1490,1490,1490,1490,1490,1490,ssleep apnea,Sleep Apnea Syndromes,C0037315
1509,sugar diabetes,Disease or Syndrome,1509,1509,1509,1509,1509,1509,1509,sugar dibetes,Sugar Diabetes,C2362516
1532,stiff man syndrome,Disease or Syndrome,1532,1532,1532,1532,1532,1532,1532,stiff man syndrom,Stiff-Person Syndrome,C0085292
1533,stomach disease,Disease or Syndrome,1533,1533,1533,1533,1533,1533,1533,stomach desease,Stomach Diseases,C0038354
1534,strabismus,Disease or Syndrome,1534,1534,1534,1534,1534,1534,1534,strabisums,Strabismus,C0038379
1537,stomach ulcer,Disease or Syndrome,1537,1537,1537,1537,1537,1537,1537,stomach ulser,Gastric ulcer,C0038358
1540,steinert,Disease or Syndrome,1540,1540,1540,1540,1540,1540,1540,steinrt,Myotonic Dystrophy,C0027126
1546,stretching,Disease or Syndrome,1546,1546,1546,1546,1546,1546,1546,streching,Spastic syndrome,C0270814
1547,strep throat,Disease or Syndrome,1547,1547,1547,1547,1547,1547,1547,strepthroat,Streptococcal sore throat,C0036689
1554,wernicke,Disease or Syndrome,1554,1554,1554,1554,1554,1554,1554,werrnicke,Wernicke Encephalopathy,C0043121
1555,west nile fever,Disease or Syndrome,1555,1555,1555,1555,1555,1555,1555,westnile fever,West Nile Fever,C0043124
1561,vitreomacular traction,Disease or Syndrome,1561,1561,1561,1561,1561,1561,1561,vitreo macular traction,Vitreomacular traction,C3161192
1569,vitamin b12 deficiency,Disease or Syndrome,1569,1569,1569,1569,1569,1569,1569,vit b12 deficiency,Vitamin B 12 Deficiency,C0042847
1573,syphilis,Disease or Syndrome,1573,1573,1573,1573,1573,1573,1573,yphilis,Syphilis,C0039128
1576,yellow nail syndrome,Disease or Syndrome,1576,1576,1576,1576,1576,1576,1576,yellow nail ayndrome,Hereditary lymphedema and yellow nails,C0221348
1584,williams syndrome,Disease or Syndrome,1584,1584,1584,1584,1584,1584,1584,williams syndrom,Williams Syndrome,C0175702
1585,wilsons disease,Disease or Syndrome,1585,1585,1585,1585,1585,1585,1585,wilsons diease,Hepatolenticular Degeneration,C0019202
1587,white spot,Disease or Syndrome,1587,1587,1587,1587,1587,1587,1587,white shot,Dental White Spot,C0043154
1588,whooping cough,Disease or Syndrome,1588,1588,1588,1588,1588,1588,1588,whopping cough,Pertussis,C0043167
1590,x linked agammaglobulinemia,Disease or Syndrome,1590,1590,1590,1590,1590,1590,1590,x-linked agammaglobinemia,X-linked agammaglobulinemia,C0221026
1592,xanthelasma,Disease or Syndrome,1592,1592,1592,1592,1592,1592,1592,xantelasm,Eyelid Xanthoma,C0155210
1598,turners syndrome,Disease or Syndrome,1598,1598,1598,1598,1598,1598,1598,turners syndrome i,Turner Syndrome,C0041408
1599,tuberculosis,Disease or Syndrome,1599,1599,1599,1599,1599,1599,1599,turbeculosis,Tuberculosis,C0041296
1600,tuberculosis,Disease or Syndrome,1600,1600,1600,1600,1600,1600,1600,turberculosis,Tuberculosis,C0041296
1601,tourette syndrome,Disease or Syndrome,1601,1601,1601,1601,1601,1601,1601,turette syndrome,Gilles de la Tourette syndrome,C0040517
1604,tuberculosis,Disease or Syndrome,1604,1604,1604,1604,1604,1604,1604,tuberculosuis,Tuberculosis,C0041296
1605,turners syndrome,Disease or Syndrome,1605,1605,1605,1605,1605,1605,1605,tuners syndrome,Turner Syndrome,C0041408
1607,turner syndrome,Disease or Syndrome,1607,1607,1607,1607,1607,1607,1607,tuner syndrom,Turner Syndrome,C0041408
1608,tuberculosis,Disease or Syndrome,1608,1608,1608,1608,1608,1608,1608,tuerculosis,Tuberculosis,C0041296
1609,tularemia,Disease or Syndrome,1609,1609,1609,1609,1609,1609,1609,tullaremia,Tularemia,C0041351
1612,ulcer gastric,Disease or Syndrome,1612,1612,1612,1612,1612,1612,1612,ulcera gastrica,Gastric ulcer,C0038358
1613,ulcera,Disease or Syndrome,1613,1613,1613,1613,1613,1613,1613,ulceras,Ulcer,C0041582
1614,typhoid fever,Disease or Syndrome,1614,1614,1614,1614,1614,1614,1614,typhi fever,Typhoid Fever,C0041466
1615,type 2 diabetes,Disease or Syndrome,1615,1615,1615,1615,1615,1615,1615,type 2 diabtes,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860
1616,type 2 myotonic dystrophy,Disease or Syndrome,1616,1616,1616,1616,1616,1616,1616,type 2 myoclonic dystrophy,Dystrophia myotonica 2,C2931689
1633,trisomy x,Disease or Syndrome,1633,1633,1633,1633,1633,1633,1633,trisomyx,Trisomy X syndrome,C0221033
1636,thrombocytopenia,Disease or Syndrome,1636,1636,1636,1636,1636,1636,1636,trombocitopenia,Thrombocytopenia,C0040034
1653,ventricular fibrillation,Disease or Syndrome,1653,1653,1653,1653,1653,1653,1653,ventricle fibrillation,Ventricular Fibrillation,C0042510
1654,ventricular fibrillation,Disease or Syndrome,1654,1654,1654,1654,1654,1654,1654,ventricular fibrilation,Ventricular Fibrillation,C0042510
1664,supraventricular tachycardia,Disease or Syndrome,1664,1664,1664,1664,1664,1664,1664,upper ventricular tachycardia,Supraventricular tachycardia,C0039240
1666,urinary tract infection,Disease or Syndrome,1666,1666,1666,1666,1666,1666,1666,urinanry tract infection,Urinary tract infection,C0042029
1668,urethritis,Disease or Syndrome,1668,1668,1668,1668,1668,1668,1668,uretritis,Urethritis,C0041976
1669,urea cycle disorders,Disease or Syndrome,1669,1669,1669,1669,1669,1669,1669,ures cycle disroders,"Urea Cycle Disorders, Inborn",C0154246
1670,umbilical hernia,Disease or Syndrome,1670,1670,1670,1670,1670,1670,1670,umbilical herina,Umbilical hernia,C0019322
1671,unilateral loss of vision,Disease or Syndrome,1671,1671,1671,1671,1671,1671,1671,unilateral lost of vision,Unilateral vision loss,C0750272
1675,urinary tract infections,Disease or Syndrome,1675,1675,1675,1675,1675,1675,1675,urinary tract infectons,Urinary tract infection,C0042029
1680,psittacosis,Disease or Syndrome,1680,1680,1680,1680,1680,1680,1680,psitacosis,Psittacosis,C0029291
1689,pityriasis,Disease or Syndrome,1689,1689,1689,1689,1689,1689,1689,ptyriasis,Pityriasis,C0032024
1690,psoriasis,Disease or Syndrome,1690,1690,1690,1690,1690,1690,1690,psorasis,Psoriasis,C0033860
1695,pseudotumor cerebri,Disease or Syndrome,1695,1695,1695,1695,1695,1695,1695,psudotumor ceribri,Pseudotumor Cerebri,C0033845
1709,primary lateral sclerosis,Disease or Syndrome,1709,1709,1709,1709,1709,1709,1709,primary lateral sclorosis,Lateral Sclerosis,C0154682
1710,primary ciliary dyskinesia,Disease or Syndrome,1710,1710,1710,1710,1710,1710,1710,primary ciliary dysinsia,Ciliary Motility Disorders,C0008780
1711,primary biliary cirrhosis,Disease or Syndrome,1711,1711,1711,1711,1711,1711,1711,primary biliary chirrosis,Primary biliary cirrhosis,C0008312
1712,primary biliary cirrhosis,Disease or Syndrome,1712,1712,1712,1712,1712,1712,1712,primary biliary corrohsis,Primary biliary cirrhosis,C0008312
1713,primary biliary cirrhosis,Disease or Syndrome,1713,1713,1713,1713,1713,1713,1713,primary biliary corrosives,Primary biliary cirrhosis,C0008312
1715,prostatitis,Disease or Syndrome,1715,1715,1715,1715,1715,1715,1715,prostatis,prostatitis,C0033581
1724,raised intracranial pressure,Disease or Syndrome,1724,1724,1724,1724,1724,1724,1724,raised intra-cranial pressure,Intracranial Hypertension,C0151740
1730,rabies,Disease or Syndrome,1730,1730,1730,1730,1730,1730,1730,rabie,Rabies (disorder),C0034494
1738,cerebral infarction,Disease or Syndrome,1738,1738,1738,1738,1738,1738,2,celebral infarction,Cerebral Infarction,C0007785
1740,digeorge syndrome,Disease or Syndrome,1740,1740,1740,1740,1740,1740,4,digeorge syndrom,DiGeorge Syndrome,C0012236
1741,rheumatoid arthritis,Disease or Syndrome,1741,1741,1741,1741,1741,1741,5,rhumatoid arthritis,Rheumatoid Arthritis,C0003873
1747,pre-diabetes,Disease or Syndrome,1747,1747,1747,1747,1747,1747,11,pre diabetes,Prediabetes syndrome,C0362046
1748,down syndrome,Disease or Syndrome,1748,1748,1748,1748,1748,1748,12,down sydrome,Down Syndrome,C0013080
1754,anemia in pregnancy,Disease or Syndrome,1754,1754,1754,1754,1754,1754,18,anaemic in pregnancy,Anemia of pregnancy,C0271930
1759,cirrhosis,Disease or Syndrome,1759,1759,1759,1759,1759,1759,23,cirrosis,Liver Cirrhosis,C0023890
1761,idiopathic pulmonary fibrosis,Disease or Syndrome,1761,1761,1761,1761,1761,1761,25,idiopathic pulmonary fibrous,Hamman-Rich syndrome,C0085786
1765,thalassemia,Disease or Syndrome,1765,1765,1765,1765,1765,1765,29,thalasemia,Thalassemia,C0039730
1768,bowel infection,Disease or Syndrome,1768,1768,1768,1768,1768,1768,32,bone infection,Intestinal infectious disease (disorder),C0178238
1769,hiatal hernia,Disease or Syndrome,1769,1769,1769,1769,1769,1769,33,hietal hernia,Hiatal Hernia,C3489393
1772,hepatitis b,Disease or Syndrome,1772,1772,1772,1772,1772,1772,36,hepatitis bn,Hepatitis B,C0019163
1779,brucellosis,Disease or Syndrome,1779,1779,1779,1779,1779,1779,43,brucelosis,Brucellosis,C0006309
1781,spondylosis,Disease or Syndrome,1781,1781,1781,1781,1781,1781,45,spondalosis,Spondylosis,C0038019
1787,beta thalassemia,Disease or Syndrome,1787,1787,1787,1787,1787,1787,51,beta thalasemia,beta Thalassemia,C0005283
1789,diabetes mellitus,Disease or Syndrome,1789,1789,1789,1789,1789,1789,53,diabetes mellitus 2,Diabetes Mellitus,C0011849
1791,dyslipidemia,Disease or Syndrome,1791,1791,1791,1791,1791,1791,55,dislipidemia,Dyslipidemias,C0242339
1801,secondary hyperparathyroidism,Disease or Syndrome,1801,1801,1801,1801,1801,1801,65,secondary hyperparathyroidisme,"Hyperparathyroidism, Secondary",C0020503
1802,ankylosing spondylitis,Disease or Syndrome,1802,1802,1802,1802,1802,1802,66,ankylosing spondilitis,Ankylosing spondylitis,C0038013
1807,parasitosis,Disease or Syndrome,1807,1807,1807,1807,1807,1807,71,parasitos,Parasitic Diseases,C0030499
1816,hepatitis,Disease or Syndrome,1816,1816,1816,1816,1816,1816,80,dhepatitis,Hepatitis,C0019158
1826,lichen sclerosus,Disease or Syndrome,1826,1826,1826,1826,1826,1826,90,lichen schlorosus,Lichen Sclerosus et Atrophicus,C0023652
1835,bronchiectasis,Disease or Syndrome,1835,1835,1835,1835,1835,1835,99,bronchietasis,Bronchiectasis,C0006267
1840,marfan syndrome,Disease or Syndrome,1840,1840,1840,1840,1840,1840,104,marfans syndrome,Marfan Syndrome,C0024796
1847,sickle cell disease,Disease or Syndrome,1847,1847,1847,1847,1847,1847,111,sickel cell disease,"Anemia, Sickle Cell",C0002895
1860,crohns disease,Disease or Syndrome,1860,1860,1860,1860,1860,1860,124,chrones disease,Crohn Disease,C0010346
1865,autoimmune diseases,Disease or Syndrome,1865,1865,1865,1865,1865,0,,cbd oil,Autoimmune Diseases,C0004364
1869,autoimmune disease,Disease or Syndrome,1869,1869,1869,1869,1869,4,,joseph paul jernigan,Autoimmune Diseases,C0004364
1874,guillain barre syndrome,Disease or Syndrome,1874,1874,1874,1874,1874,9,,elizabeth blackwell,Guillain-Barre Syndrome,C0018378
1877,hepatitis b,Disease or Syndrome,1877,1877,1877,1877,1877,12,,cancer and exercise,Hepatitis B,C0019163
1878,osteoporosis,Disease or Syndrome,1878,1878,1878,1878,1878,13,,phitostimoline,Osteoporosis,C0029456
1888,irritable bowel syndrome,Disease or Syndrome,1888,1888,1888,1888,1888,23,,cureus,Irritable Bowel Syndrome,C0022104
1901,paralyse facial,Disease or Syndrome,1901,1901,1901,1901,1901,36,,metamap,Facial paralysis,C0015469
1905,gall stones,Disease or Syndrome,1905,1905,1905,1905,1905,40,,reference style,Cholelithiasis,C0008350
1914,lymphoedema,Disease or Syndrome,1914,1914,1914,1914,1914,49,,hippocrates,Lymphedema,C0024236
1915,obesity,Disease or Syndrome,1915,1915,1915,1915,1915,50,,vesalius,Obesity,C0028754
1924,helicobacter pylori infections,Disease or Syndrome,1924,1924,1924,1924,1924,59,,docline 60,Infection caused by Helicobacter pylori,C0850666
1926,endometrial hyperplasia,Disease or Syndrome,1926,1926,1926,1926,1926,61,,medical terminologies,Endometrial Hyperplasia,C0014173
1930,cholera,Disease or Syndrome,1930,1930,1930,1930,1930,65,,resilience,Cholera,C0008354
1934,asthma,Disease or Syndrome,1934,1934,1934,1934,1934,69,,hantavirus treatment,Asthma,C0004096
1936,down syndrome,Disease or Syndrome,1936,1936,1936,1936,1936,71,,keto diet,Down Syndrome,C0013080
1938,meningitis,Disease or Syndrome,1938,1938,1938,1938,1938,73,,heart rate variability,Meningitis,C0025289
1941,gaucher disease,Disease or Syndrome,1941,1941,1941,1941,1941,76,,inmunocal,Gaucher Disease,C0017205
1942,stroke,Disease or Syndrome,1942,1942,1942,1942,1942,77,,hantavirus treatments,Cerebrovascular accident,C0038454
1943,osteopathia,Disease or Syndrome,1943,1943,1943,1943,1943,78,,xxxxx,Bone Diseases,C0005940
1945,tension type headache,Disease or Syndrome,1945,1945,1945,1945,1945,80,,functional medicine,Tension Headache,C0033893
1948,osteopathia,Disease or Syndrome,1948,1948,1948,1948,1948,83,,gut health,Bone Diseases,C0005940
1949,gynecomastia,Disease or Syndrome,1949,1949,1949,1949,1949,84,,entry terms,Gynecomastia,C0018418
1960,malnutrition,Disease or Syndrome,1960,1960,1960,1960,1960,95,,stress nurses,Malnutrition,C0162429
1965,gaucher disease,Disease or Syndrome,1965,1965,1965,1965,1965,100,,pineapple,Gaucher Disease,C0017205
1971,diabetes gestational,Disease or Syndrome,1971,1971,1971,1971,1971,106,,visible proofs,Gestational Diabetes,C0085207
1974,febrile seizures,Disease or Syndrome,1974,1974,1974,1974,1974,109,,hmd collection,Febrile Convulsions,C0009952
1979,bronchospasm,Disease or Syndrome,1979,1979,1979,1979,1979,114,,implantology,Bronchospasm,C0006266
1980,marfan,Disease or Syndrome,1980,1980,1980,1980,1980,115,,photinos panas,Marfan Syndrome,C0024796
1983,polycystic ovary disease,Disease or Syndrome,1983,1983,1983,1983,1983,118,,hearth,Polycystic Ovary Syndrome,C0032460
1988,hepatitis b,Disease or Syndrome,1988,1988,1988,1988,3,,,virtopsy,Hepatitis B,C0019163
1991,guillain barre syndrome,Disease or Syndrome,1991,1991,1991,1991,6,,,rct,Guillain-Barre Syndrome,C0018378
1993,osteoporosis,Disease or Syndrome,1993,1993,1993,1993,8,,,avicenna,Osteoporosis,C0029456
1995,lymphoedema,Disease or Syndrome,1995,1995,1995,1995,10,,,coca cola,Lymphedema,C0024236
1996,helicobacter pylori infections,Disease or Syndrome,1996,1996,1996,1996,11,,,dopamin,Infection caused by Helicobacter pylori,C0850666
2002,tension type headache,Disease or Syndrome,2002,2002,2002,2002,17,,,parkinsons disease treatment,Tension Headache,C0033893
2008,endometrial hyperplasia,Disease or Syndrome,2008,2008,2008,2008,23,,,single citation matcher,Endometrial Hyperplasia,C0014173
